Title,Primary Author,Publication,Date,Media,Page Count,Collections,ISBN,ISBNs,Copies
The Adventures of Tom Sawyer,"Twain, Mark","Atlantic Publishing, Croxley Green (2012)",2012,Paperback,,Your library,[1908533137],"[1908533137, 9781908533135]",1
The Cartographer,"Twohig, Peter",,,Paperback,,Your library,[0732293162],"[0732293162, 9780732293161]",1
Agatha. The Agatha Christie Mystery.,"Tynan, Kathleen","Star (1979), Edition: Reprint",1979,Paperback,,Your library,[0352302968],"[0352302968, 9780352302960]",1
"Calming Magic: Enchanted Rituals for Peace, Clarity, and Creativity","Van De Car, Nikki","Running Press Adult (2020), 144 pages",2020,Hardcover,144 ,Your library,[0762470461],"[0762470461, 9780762470464]",1
EARTH'S LAST FORTRESS,"Van Vogt, A.E","Ace Books (1960), Edition: 1st",1960,Paperback,,Your library,,,1
Time Travellers Almanac,"Vandermeer, A & J","Head of Zeus (2018), Edition: Reissue",2018,Paperback,,Your library,[1788547365],"[1788547365, 9781788547369]",1
Twenty Thousand Leagues Under The Sea,"Verne, Jules","Egmont (2001), 316 pages",2001,Paperback,316 ,Your library,[0749854553],"[0749854553, 9780749854553]",1
A Journey to the Centre of the Earth (Classics),"Verne, Jules","Atlantic Publishing, Croxley Green (2012), 320 pages",2012,Paperback,,Your library,[1908533188],"[1908533188, 9781908533180]",1
"The Secret Galactics (A Reward Book Science-Fiction Original, No.1 )","Vogt, A. E Van","Prentice-Hall (1974), 215 pages",1974,Paperback,215 ,Your library,[0137979029],"[0137979029, 9780137979028]",1
Quest For the Future,"Vogt, And Viskupic, Gary Van A. E.","Ace Books (1970), Edition: 1st, 180 pages",1970,Hardcover,180 ,Your library,,,1
"Slaughterhouse 5, or The Children's Crusade - A Duty-dance with Death","Vonnegut, Kurt","Vintage Classics (1991), Edition: 01, 192 pages",1991,Paperback,192 ,Your library,[0099800209],"[0099800209, 9780099800200]",1
Infinite Jest: David Foster Wallace,"Wallace, Foster","Abacus (1997), Edition: 01, 1104 pages",1997,Paperback,1104 ,Your library,[0349121087],"[0349121087, 9780349121086]",1
Ben-Hur: A Tale of the Christ (World's Best Reading),"Wallace, Lew","The Reader's Digest Association, Inc. (1992), Edition: 1st, 558 pages",1992,Hardcover,558 ,Your library,[0895774038],"[0895774038, 9780895774033]",1
The Way Of Shadows: Book 1 of the Night Angel,"Weeks, Brent","Orbit (2011), 672 pages",2011,Paperback,672 ,Your library,[9780356500713],"[9780356500713, 0356500713]",1
"H. G. Wells Science Fiction Collection: The Time Machine, The Island of Doctor Moreau, The Invisible Man, The War of the Worlds, The First Men In The Moon","Wells, H. G.","Independently published (2020), 496 pages",2020,Paperback,496 ,Your library,,,1
"The Murderbot Diaries: All Systems Red, Artificial Condition, Rogue Protocol, Exit Strategy","Wells, Martha",Tordotcom (2020),2020,Hardcover,,Your library,[1250784271],"[1250784271, 9781250784278]",1
Stuart Little,"White, E. B.","Puffin (2000), 176 pages",2000,Paperback,144 ,Your library,[0141305061],"[0141305061, 9780141305066]",1
"[ The Portable Oscar Wilde (Revised) (Viking Portable Library) [ THE PORTABLE OSCAR WILDE (REVISED) (VIKING PORTABLE LIBRARY) BY Wilde, Oscar ( Author ) Jul-30-1981[ THE PORTABLE OSCAR WILDE (REVISED) (VIKING PORTABLE LIBRARY) [ THE PORTABLE OSCAR WILDE (REVISED) (VIKING PORTABLE LIBRARY) BY WILDE, OSCAR ( AUTHOR ) JUL-30-1981 ] By Wilde, Oscar ( Author )Jul-30-1981 Paperback By Wilde, Oscar ( Author ) Paperback 1981 ]","Wilde, Oscar",Penguin Books Jul-30-1981 (1981),1981,Paperback,,Your library,,,1
"Manual of Style:Containing Typographical Rules Governing the Publications of the University of Chicago Press together with Specimens of Types & The Elements of Style, Special Edition",William Strunk Jr.,"BN Publishing (2007), Edition: Illustrated, 460 pages",2007,Paperback,460 ,Read - Donate,[956291397X],"[956291397X, 9789562913973]",1
The Dictionary of Lost Words,"Williams, by Pip",Affirm Press,,Paperback,,Your library,[1925972593],"[1925972593, 9781925972597]",1
This One Wild and Precious Life,"Wilson, Sarah",,,Hardcover,,"Read - keep, Culture",[1760556734],"[1760556734, 9781760556730]",1
Cloudstreet,"Winton, Tim","Penguin (1998), Edition: Penguin Bks Australian Ed. 1998, 444 pages",1998,Paperback,,Your library,[0140273980],"[0140273980, 9780140273984]",1
50 Victorian Needlecraft Designs (Step-by-Step),"Wood, Dorothy","Lorenz Books (1995), 96 pages",1995,Hardcover,,"Your library, Reference",[1859670946],"[1859670946, 9781859670941]",1
Everything You Need to Ace Computer Science and Coding in One Big Fat Notebook: 1,Workman Publishing,"Workman Publishing (2020), 576 pages",2020,Paperback,576 ,Your library,[0761196765],"[0761196765, 9780761196761]",1
The Chrysalids by John Wyndham (2008-08-07),"Wyndham, John",Penguin; edition (2008-08-07),,Paperback,,Your library,,,1
Macquarie concise dictionary : Australia's national dictionary,"Yallop, Colin","Macquarie University, NSW : Macquarie Library, 2004.",2004,Paper Book,x; 1430 ,Your library,[9781876429478],"[9781876429478, 187642947X]",1
"Gundam Seed Astray R (Gundam (Tokyopop) (Graphic Novels)), Vol. 1","Yatate, Hajime","TokyoPop (2005), 184 pages",2005,Paperback,184 ,Your library,[159532576X],"[159532576X, 9781595325761]",1
Knitting from the Center Out: An Introduction to Revolutionary Knitting with 28 Modern Projects,"Yuhas, Daniel","Stewart, Tabori and Chang (2012), 160 pages",2012,Hardcover,160 ,"Your library, Reference",[1584799986],"[1584799986, 9781584799986]",1
The Labyrinth of the Spirits,"Zafon, Carlos Ruiz",The Text Publishing Company,,Paperback,,Your library,[1925773973],"[1925773973, 9781925773972]",1
The Book Thief,"Zusak, Markus","Knopf Books for Young Readers (2007), Edition: Illustrated, 608 pages",2007,Paperback,608 ,Your library,[0375842209],"[0375842209, 9780375842207]",1
